126.960, 129.511, 2.609, 31.900 False
126.821, 129.510, 2.855, 31.950 False
126.669, 129.509, 3.102, 32.000 False
126.505, 129.509, 3.347, 32.050 False
126.330, 129.508, 3.592, 32.100 False
126.142, 129.507, 3.835, 32.150 False
125.942, 129.506, 4.075, 32.200 False
125.730, 129.505, 4.314, 32.250 False
125.506, 129.504, 4.551, 32.300 False
125.271, 129.503, 4.782, 32.350 False
125.024, 129.502, 4.999, 32.400 False
124.768, 129.501, 5.194, 32.450 False
124.503, 129.500, 5.356, 32.500 False
124.231, 129.499, 5.486, 32.550 False
123.955, 129.498, 5.585, 32.600 False
123.674, 129.497, 5.663, 32.650 False
123.390, 129.496, 5.723, 32.700 False
123.103, 129.495, 5.770, 32.750 False
122.814, 129.493, 5.803, 32.800 False
122.525, 129.492, 5.809, 32.850 False
122.235, 129.491, 5.805, 32.900 False
121.946, 129.490, 5.799, 32.950 False
121.657, 129.489, 5.801, 33.000 False
121.367, 129.488, 5.802, 33.050 False
121.078, 129.487, 5.804, 33.100 False
120.788, 129.487, 5.798, 33.150 False
120.499, 129.486, 5.790, 33.200 False
120.210, 129.485, 5.773, 33.250 False
